scenarioId,modelCode,runs,attackerWins,defenderWins,draws,averageActions,missRate,zeroDamageRate,fullAbsorptionRate,hatredHitRate,preventedActionsPerBattle,repeatTurnRate,attackerRemainingHpAverage,defenderRemainingHpAverage,seedStart,seedEnd
equal-speed-duel,ACDFHIKMN,5,4,1,0,25,0.368,0.12,0,0,0,0.25,6.4,2,1,5
